table,field_name,type,length,decimals
LEARN\MTMP_1.DBF,SEP,N,10,0
LEARN\MTMP_1.DBF,OCT,N,10,0
LEARN\MTMP_1.DBF,NOV,N,10,0
LEARN\MTMP_1.DBF,DEC,N,10,0
LEARN\MTMP_1.DBF,LCODE,N,10,0
LEARN\MTMP_1.DBF,LOCATION,C,30,0
LEARN\PADDY.DBF,DEPT,C,1,0
LEARN\PADDY.DBF,DATE,D,8,0
LEARN\PADDY.DBF,GPNO,N,8,0
LEARN\PADDY.DBF,CODE,N,8,0
LEARN\PADDY.DBF,PCODE,C,10,0
LEARN\PADDY.DBF,PARTICULAR,C,100,0
LEARN\PADDY.DBF,DRIVERNAME,C,40,0
LEARN\PADDY.DBF,VEHNO,C,15,0
LEARN\PADDY.DBF,MLC,C,2,0
LEARN\PADDY.DBF,VNO,N,10,0
LEARN\PADDY.DBF,TYPE,C,1,0
LEARN\PADDY.DBF,INVOICENO,N,10,0
LEARN\PADDY.DBF,LOTNO,N,10,0
LEARN\PADDY.DBF,LOADWT,N,10,0
LEARN\PADDY.DBF,EMPTYWT,N,10,0
LEARN\PADDY.DBF,GQTY,N,10,0
LEARN\PADDY.DBF,POLY,N,10,0
LEARN\PADDY.DBF,JUTE,N,10,0
LEARN\PADDY.DBF,BAGS,N,10,0
LEARN\PADDY.DBF,FILL,N,10,2
LEARN\PADDY.DBF,EXCESS,N,10,0
LEARN\PADDY.DBF,LESS,N,10,0
LEARN\PADDY.DBF,KANTA,N,10,0
LEARN\PADDY.DBF,QTY,N,10,0
LEARN\PADDY.DBF,RATE,N,10,0
LEARN\PADDY.DBF,VALUE,N,10,0
LEARN\PADDY.DBF,ABARDANA,N,10,0
LEARN\PADDY.DBF,ALABOUR,N,10,0
LEARN\PADDY.DBF,ABROKERY,N,10,0
LEARN\PADDY.DBF,ASTICHING,N,10,0
LEARN\PADDY.DBF,AEXTRALOAD,N,10,0
LEARN\PADDY.DBF,ASOTTRI,N,10,0
LEARN\PADDY.DBF,AINNERLAB,N,10,0
LEARN\PADDY.DBF,AMUNSHYANA,N,10,0
LEARN\PADDY.DBF,STICHING,N,10,0
LEARN\PADDY.DBF,COMM,N,10,0
LEARN\PADDY.DBF,LABOUR,N,10,0
LEARN\PADDY.DBF,OTHERS,N,10,0
LEARN\PADDY.DBF,FREIGHT,N,10,0
LEARN\PADDY.DBF,XFREIGHT,N,10,0
LEARN\PADDY.DBF,LCODE,N,10,0
LEARN\PADDY.DBF,LOCATION,C,30,0
LEARN\PADDY.DBF,DEBIT,N,10,0
LEARN\PADDY.DBF,CREDIT,N,10,0
LEARN\PADDY.DBF,BALANCE,N,10,0
LEARN\PADYTMP.DBF,CODE,N,6,0
LEARN\PADYTMP.DBF,DATE,D,8,0
LEARN\PADYTMP.DBF,PARTICULAR,C,40,0
LEARN\PADYTMP.DBF,CASE,N,10,1
LEARN\PADYTMP.DBF,QTY,N,10,2
LEARN\PADYTMP.DBF,RATE,N,10,2
LEARN\PADYTMP.DBF,VALUE,N,12,2
LEARN\PBILL.DBF,DEPT,C,1,0
LEARN\PBILL.DBF,DATE,D,8,0
LEARN\PBILL.DBF,PCODE,C,10,0
LEARN\PBILL.DBF,SPO,C,5,0
LEARN\PBILL.DBF,PARTICULAR,C,80,0
LEARN\PBILL.DBF,TYPE,C,1,0
LEARN\PBILL.DBF,VNO,N,6,0
LEARN\PBILL.DBF,CCODE,N,10,0
LEARN\PBILL.DBF,GCODE,N,10,0
LEARN\PBILL.DBF,CODE,N,10,0
LEARN\PBILL.DBF,RECENO,N,10,0
LEARN\PBILL.DBF,INVOICENO,N,10,0
LEARN\PBILL.DBF,BILLNO,N,10,0
LEARN\PBILL.DBF,CELLNO,C,15,0
LEARN\PBILL.DBF,VEHNO,C,15,0
LEARN\PBILL.DBF,CNO,C,15,0
LEARN\PBILL.DBF,CNO1,C,15,0
LEARN\PBILL.DBF,BUILTYNO,N,10,0
LEARN\PBILL.DBF,FREIGHT,N,10,0
LEARN\PBILL.DBF,TRUCKADA,C,40,0
LEARN\PBILL.DBF,UNIT,C,10,0
LEARN\PBILL.DBF,RATE,N,10,2
LEARN\PBILL.DBF,CASE,N,10,0
LEARN\PBILL.DBF,FILL,N,10,3
LEARN\PBILL.DBF,GQTY,N,10,2
LEARN\PBILL.DBF,LESS,N,10,2
LEARN\PBILL.DBF,BROKERY,N,10,2
LEARN\PBILL.DBF,QTY,N,10,2
LEARN\PBILL.DBF,SAMOUNT,N,10,2
LEARN\PBILL.DBF,DISC,N,10,2
LEARN\PBILL.DBF,SDISCOUNT,N,10,0
LEARN\PBILL.DBF,DISCOUNT,N,10,2
LEARN\PBILL.DBF,PVALUE,N,10,2
LEARN\PBILL.DBF,RETURN,N,10,2
LEARN\PBILL.DBF,DEBIT,N,10,2
LEARN\PBILL.DBF,CREDIT,N,10,2
LEARN\PBILL.DBF,BALANCE,N,10,2
LEARN\PBILL.DBF,LBALANCE,N,10,0
LEARN\PBILL.DBF,OPDR,N,10,0
LEARN\PBILL.DBF,OPCR,N,10,0
LEARN\PBILL.DBF,CDR,N,10,0
LEARN\PBILL.DBF,CCR,N,10,0
LEARN\PBILL.DBF,CBL,N,10,0
LEARN\PBILL.DBF,LNAME,C,60,0
LEARN\PBILL.DBF,BSCODE,C,5,0
LEARN\PBILL.DBF,PLCODE,C,5,0
LEARN\PBILL.DBF,CFCODE,C,5,0
LEARN\PBILL.DBF,PDATE,D,8,0
LEARN\PBILL.DBF,REMARKS,C,40,0
LEARN\PBILL.DBF,DETAILS,M,4,0
LEARN\PCODE.DBF,CODE,N,6,0
LEARN\PCODE.DBF,MLNAME,C,50,0
LEARN\PCODE.DBF,UNIT,C,12,0
LEARN\PCODE.DBF,RATE,N,10,2
LEARN\pf1.DBF,DEPT,C,1,0
LEARN\pf1.DBF,CODE,N,6,0
LEARN\pf1.DBF,DATE,D,8,0
LEARN\pf1.DBF,PARTICULAR,C,30,0
LEARN\pf1.DBF,TYPE,C,1,0
LEARN\pf1.DBF,VNO,N,10,0
LEARN\pf1.DBF,INVOICENO,N,10,0
LEARN\pf1.DBF,OPQTY,N,12,2
LEARN\pf1.DBF,QTY,N,12,2
LEARN\pf1.DBF,RATE,N,12,2
LEARN\pf1.DBF,DISCOUNT,N,10,0
LEARN\pf1.DBF,VALUE,N,12,0
LEARN\pf1.DBF,RQTY,N,12,2
LEARN\pf1.DBF,SQTY,N,12,2
LEARN\pf1.DBF,MLNAME,C,40,0
LEARN\pf1.DBF,UTYPE,C,40,0
LEARN\pf1.DBF,PRQTY,N,12,2
LEARN\pf1.DBF,SRQTY,N,12,2
LEARN\pf1.DBF,PVALUE,N,12,3
LEARN\PINVOICE.DBF,DATE,D,8,0
LEARN\PINVOICE.DBF,TYPE,C,1,0
LEARN\PINVOICE.DBF,VNO,N,10,0
LEARN\PINVOICE.DBF,INVOICENO,N,10,0
LEARN\PLCODE.DBF,PLCODE,C,5,0
LEARN\PLCODE.DBF,DEP_NM,C,60,0
LEARN\PROCESS.DBF,DEPT,C,1,0
LEARN\PROCESS.DBF,DATE,D,8,0
LEARN\PROCESS.DBF,GPNO,N,8,0
LEARN\PROCESS.DBF,CODE,N,8,0
LEARN\PROCESS.DBF,PCODE,C,10,0
LEARN\PROCESS.DBF,PARTICULAR,C,100,0
LEARN\PROCESS.DBF,DRIVERNAME,C,40,0
LEARN\PROCESS.DBF,VEHNO,C,15,0
LEARN\PROCESS.DBF,MLC,C,2,0
LEARN\PROCESS.DBF,VNO,N,10,0
LEARN\PROCESS.DBF,TYPE,C,1,0
LEARN\PROCESS.DBF,INVOICENO,N,10,0
LEARN\PROCESS.DBF,LOTNO,N,10,0
LEARN\PROCESS.DBF,GQTY,N,10,0
LEARN\PROCESS.DBF,BAGS,N,10,0
LEARN\PROCESS.DBF,FILL,N,10,2
LEARN\PROCESS.DBF,EXCESS,N,10,0
LEARN\PROCESS.DBF,LESS,N,10,0
LEARN\PROCESS.DBF,QTY,N,10,0
LEARN\PROCESS.DBF,RATE,N,10,0
LEARN\PROCESS.DBF,VALUE,N,10,0
LEARN\PROCESS.DBF,FREIGHT,N,10,0
LEARN\PROCESS.DBF,XFREIGHT,N,10,0
LEARN\PROCESS.DBF,LCODE,N,10,0
LEARN\PROCESS.DBF,LOCATION,C,30,0
LEARN\PROCESS.DBF,RQTY,N,10,0
LEARN\PROCESS.DBF,PQTY,N,10,0
LEARN\PROCESS.DBF,RETURN,N,10,0
LEARN\PROTMP.DBF,CODE,N,6,0
LEARN\PROTMP.DBF,DATE,D,8,0
LEARN\PROTMP.DBF,PARTICULAR,C,40,0
LEARN\PROTMP.DBF,CASE,N,10,1
LEARN\PROTMP.DBF,QTY,N,10,2
LEARN\PROTMP.DBF,RATE,N,10,2
LEARN\PROTMP.DBF,VALUE,N,12,2
LEARN\PSTOCK.DBF,DEPT,C,1,0
LEARN\PSTOCK.DBF,DATE,D,8,0
LEARN\PSTOCK.DBF,GPNO,N,8,0
LEARN\PSTOCK.DBF,CODE,N,8,0
LEARN\PSTOCK.DBF,PCODE,C,10,0
LEARN\PSTOCK.DBF,PARTICULAR,C,100,0
LEARN\PSTOCK.DBF,DRIVERNAME,C,40,0
LEARN\PSTOCK.DBF,VEHNO,C,15,0
LEARN\PSTOCK.DBF,MLC,C,2,0
LEARN\PSTOCK.DBF,VNO,N,10,0
LEARN\PSTOCK.DBF,TYPE,C,1,0
LEARN\PSTOCK.DBF,LOTNO,N,10,0
LEARN\PSTOCK.DBF,GQTY,N,10,0
LEARN\PSTOCK.DBF,BAGS,N,10,0
LEARN\PSTOCK.DBF,FILL,N,10,2
LEARN\PSTOCK.DBF,EXCESS,N,10,0
LEARN\PSTOCK.DBF,LESS,N,10,0
LEARN\PSTOCK.DBF,QTY,N,10,0
LEARN\PSTOCK.DBF,RATE,N,10,0
LEARN\PSTOCK.DBF,VALUE,N,10,0
LEARN\PSTOCK.DBF,FREIGHT,N,10,0
LEARN\PSTOCK.DBF,LCODE,N,10,0
LEARN\PSTOCK.DBF,LOCATION,C,30,0
LEARN\PSTOCK.DBF,RQTY,N,10,0
LEARN\PSTOCK.DBF,RETURN,N,10,0
LEARN\PSTOCK.DBF,PQTY,N,10,0
LEARN\PTMP.DBF,CODE,N,6,0
LEARN\PTMP.DBF,DATE,D,8,0
LEARN\PTMP.DBF,PARTICULAR,C,40,0
LEARN\PTMP.DBF,CASE,N,10,1
LEARN\PTMP.DBF,QTY,N,10,2
LEARN\PTMP.DBF,RATE,N,10,2
LEARN\PTMP.DBF,VALUE,N,12,2
LEARN\SECT.DBF,PCODE,C,2,0
LEARN\SECT.DBF,SEC_NM,C,30,0
LEARN\SINVOICE.DBF,DATE,D,8,0
LEARN\SINVOICE.DBF,TYPE,C,1,0
LEARN\SINVOICE.DBF,VNO,N,10,0
LEARN\SINVOICE.DBF,INVOICENO,N,10,0
LEARN\SMS.DBF,DATE,D,8,0
LEARN\SMS.DBF,PCODE,C,10,0
LEARN\SMS.DBF,MLNAME,C,40,0
LEARN\SMS.DBF,DEBIT,N,12,0
LEARN\SMS.DBF,CREDIT,N,12,0
LEARN\SMS.DBF,BALANCE,N,12,0
LEARN\SMS.DBF,TYPE,C,1,0
LEARN\SMS.DBF,ADDRESS4,C,12,0
LEARN\SMS.DBF,ADDRESS,C,40,0
LEARN\SMS.DBF,ADDRESS3,C,40,0
LEARN\SMS.DBF,SPO,C,5,0
LEARN\SUMMARY.DBF,DEPT,C,1,0
LEARN\SUMMARY.DBF,DATE,D,8,0
LEARN\SUMMARY.DBF,CODE,N,7,2
LEARN\SUMMARY.DBF,SPONO,C,5,0
LEARN\SUMMARY.DBF,SPO,C,5,0
LEARN\SUMMARY.DBF,PCODE,C,10,0
LEARN\SUMMARY.DBF,TYPE,C,1,0
LEARN\SUMMARY.DBF,RECENO,N,10,0
LEARN\SUMMARY.DBF,RATE,N,10,0
LEARN\SUMMARY.DBF,OCT,N,12,0
LEARN\SUMMARY.DBF,NOV,N,12,0
LEARN\SUMMARY.DBF,DEC,N,12,0
LEARN\SUMMARY.DBF,JAN,N,12,0
LEARN\SUMMARY.DBF,FEB,N,12,0
LEARN\SUMMARY.DBF,MAR,N,12,0
LEARN\SUMMARY.DBF,APR,N,12,0
LEARN\SUMMARY.DBF,MAY,N,12,0
LEARN\SUMMARY.DBF,JUN,N,12,0
LEARN\SUMMARY.DBF,JUL,N,12,0
LEARN\SUMMARY.DBF,AUG,N,12,0
LEARN\SUMMARY.DBF,SEP,N,12,0
LEARN\SUMMARY.DBF,DEBIT,N,13,0
LEARN\SUMMARY.DBF,CREDIT,N,13,0
LEARN\SUMMARY.DBF,BALANCE,N,13,0
LEARN\SUMMARY.DBF,SAMOUNT,N,13,0
LEARN\SUMMARY.DBF,PVALUE,N,12,0
LEARN\SUMMARY.DBF,QTY,N,10,0
LEARN\SUMMARY.DBF,DISCOUNT,N,10,0
LEARN\SUMMARY.DBF,JAN1,N,10,0
LEARN\SUMMARY.DBF,FEB1,N,10,0
LEARN\SUMMARY.DBF,MAR1,N,10,0
LEARN\SUMMARY.DBF,APR1,N,10,0
LEARN\SUMMARY.DBF,MAY1,N,10,0
LEARN\SUMMARY.DBF,JUN1,N,10,0
LEARN\SUMMARY.DBF,JUL1,N,10,0
LEARN\SUMMARY.DBF,AUG1,N,10,0
LEARN\SUMMARY.DBF,SEP1,N,10,0
LEARN\SUMMARY.DBF,OCT1,N,10,0
LEARN\SUMMARY.DBF,NOV1,N,10,0
LEARN\SUMMARY.DBF,DEC1,N,10,0
LEARN\SUMMARY.DBF,JAN2,N,10,0
LEARN\SUMMARY.DBF,FEB2,N,10,0
LEARN\SUMMARY.DBF,MAR2,N,10,0
LEARN\SUMMARY.DBF,APR2,N,10,0
LEARN\SUMMARY.DBF,MAY2,N,10,0
LEARN\SUMMARY.DBF,JUN2,N,10,0
LEARN\SUMMARY.DBF,JUL2,N,10,0
LEARN\SUMMARY.DBF,AUG2,N,10,0
LEARN\SUMMARY.DBF,SEP2,N,10,0
LEARN\SUMMARY.DBF,OCT2,N,10,0
LEARN\SUMMARY.DBF,NOV2,N,10,0
LEARN\SUMMARY.DBF,DEC2,N,10,0
LEARN\SUMMARY.DBF,CASE,N,10,0
LEARN\TMP.DBF,CODE,N,6,0
LEARN\TMP.DBF,DATE,D,8,0
LEARN\TMP.DBF,PARTICULAR,C,40,0
LEARN\TMP.DBF,CASE,N,10,1
LEARN\TMP.DBF,QTY,N,10,2
LEARN\TMP.DBF,RATE,N,10,2
LEARN\TMP.DBF,VALUE,N,12,2
LEARN\TMP2.DBF,INVOICENO,N,10,0
LEARN\TMP2.DBF,CODE,N,10,0
LEARN\TMP2.DBF,DATE,D,8,0
LEARN\TMP2.DBF,PCODE,C,10,0
LEARN\TMP2.DBF,PARTICULAR,C,40,0
LEARN\TMP2.DBF,QTY,N,10,2
LEARN\TMP2.DBF,RATE,N,10,3
LEARN\TMP2.DBF,SAMOUNT,N,12,2
LEARN\TMP2.DBF,DISC,N,10,2
LEARN\TMP2.DBF,DISCOUNT,N,10,2
LEARN\TMP2.DBF,NETAMOUNT,N,10,2
LEARN\TMP3.DBF,INVOICENO,N,10,0
LEARN\TMP3.DBF,CODE,N,10,0
LEARN\TMP3.DBF,DATE,D,8,0
LEARN\TMP3.DBF,PCODE,C,10,0
LEARN\TMP3.DBF,PARTICULAR,C,50,0
LEARN\TMP3.DBF,QTY,N,10,2
LEARN\TMP3.DBF,RATE,N,10,3
LEARN\TMP3.DBF,SAMOUNT,N,12,2
LEARN\VTMP.DBF,DATE,D,8,0
LEARN\VTMP.DBF,PCODE,C,10,0
LEARN\VTMP.DBF,PARTICULAR,C,80,0
LEARN\VTMP.DBF,TYPE,C,1,0
LEARN\VTMP.DBF,VNO,N,10,0
LEARN\VTMP.DBF,DEBIT,N,12,0
LEARN\VTMP.DBF,CREDIT,N,12,0
LEARN\VTMP.DBF,BALANCE,N,12,0
LEARN\VTMP.DBF,PDATE,D,8,0
VVFP9\APPUSER.DBF,USERNAME,C,60,0
VVFP9\APPUSER.DBF,USERLEVEL,I,4,0
VVFP9\APPUSER.DBF,USERPASS,M,4,0
VVFP9\APPUSER.DBF,USEROPTS,M,4,0
VVFP9\APPUSER.DBF,USERFAVE,M,4,0
VVFP9\APPUSER.DBF,USERMACRO,M,4,0
VVFP9\APPUSER.DBF,USERNOTES,M,4,0
VVFP9\BROWSER.DBF,PLATFORM,C,8,0
VVFP9\BROWSER.DBF,TYPE,C,12,0
VVFP9\BROWSER.DBF,ID,C,12,0
VVFP9\BROWSER.DBF,DEFAULT,L,1,0
VVFP9\BROWSER.DBF,GLOBAL,L,1,0
VVFP9\BROWSER.DBF,BACKUP,L,1,0
VVFP9\BROWSER.DBF,NAME,M,4,0
VVFP9\BROWSER.DBF,DESC,M,4,0
VVFP9\BROWSER.DBF,METHOD,M,4,0
VVFP9\BROWSER.DBF,PROPERTIES,M,4,0
VVFP9\BROWSER.DBF,SCRIPT,M,4,0
VVFP9\BROWSER.DBF,PROGRAM,M,4,0
VVFP9\BROWSER.DBF,CLASSLIB,M,4,0
VVFP9\BROWSER.DBF,CLASSNAME,M,4,0
VVFP9\BROWSER.DBF,FILEFILTER,M,4,0
VVFP9\BROWSER.DBF,DISPMODE,N,1,0
VVFP9\BROWSER.DBF,TOP,N,6,0
VVFP9\BROWSER.DBF,LEFT,N,6,0
VVFP9\BROWSER.DBF,HEIGHT,N,6,0
VVFP9\BROWSER.DBF,WIDTH,N,6,0
VVFP9\BROWSER.DBF,HEIGHT1,N,6,0
VVFP9\BROWSER.DBF,WIDTH1,N,6,0
VVFP9\BROWSER.DBF,HEIGHT2,N,6,0
VVFP9\BROWSER.DBF,WIDTH2,N,6,0
VVFP9\BROWSER.DBF,WINDOWSTAT,N,1,0
VVFP9\BROWSER.DBF,PROTECTED,L,1,0
VVFP9\BROWSER.DBF,EMPTY,L,1,0
VVFP9\BROWSER.DBF,HIDDEN,L,1,0
VVFP9\BROWSER.DBF,DESCBOXES,L,1,0
VVFP9\BROWSER.DBF,AUTOEXPAND,L,1,0
VVFP9\BROWSER.DBF,PUSHPIN,L,1,0
VVFP9\BROWSER.DBF,PCBROWSER,L,1,0
VVFP9\BROWSER.DBF,VIEWMODE,N,1,0
VVFP9\BROWSER.DBF,FONTINFO,M,4,0
VVFP9\BROWSER.DBF,FORMCOUNT,N,4,0
VVFP9\BROWSER.DBF,UPDATED,T,8,0
VVFP9\BROWSER.DBF,COMMENT,M,4,0
VVFP9\BROWSER.DBF,USER1,M,4,0
VVFP9\BROWSER.DBF,USER2,M,4,0
VVFP9\BROWSER.DBF,USER3,M,4,0
VVFP9\BROWSER.DBF,USER4,M,4,0
VVFP9\FOXCODE.DBF,TYPE,C,1,0
VVFP9\FOXCODE.DBF,ABBREV,C,24,0
VVFP9\FOXCODE.DBF,EXPANDED,C,26,0
VVFP9\FOXCODE.DBF,CMD,C,15,0
VVFP9\FOXCODE.DBF,TIP,M,4,0
VVFP9\FOXCODE.DBF,DATA,M,4,0
VVFP9\FOXCODE.DBF,CASE,C,1,0
VVFP9\FOXCODE.DBF,SAVE,L,1,0
VVFP9\FOXCODE.DBF,TIMESTAMP,T,8,0
VVFP9\FOXCODE.DBF,SOURCE,M,4,0
VVFP9\FOXCODE.DBF,UNIQUEID,C,10,0
VVFP9\FOXCODE.DBF,USER,M,4,0
VVFP9\FOXTASK.DBF,UNIQUEID,C,10,0
VVFP9\FOXTASK.DBF,TIMESTAMP,N,10,0
VVFP9\FOXTASK.DBF,FILENAME,M,4,0
VVFP9\FOXTASK.DBF,CLASS,M,4,0
VVFP9\FOXTASK.DBF,METHOD,M,4,0
VVFP9\FOXTASK.DBF,LINE,N,6,0
VVFP9\FOXTASK.DBF,CONTENTS,M,4,0
VVFP9\FOXTASK.DBF,TYPE,C,1,0
VVFP9\FOXTASK.DBF,DUEDATE,D,8,0
VVFP9\FOXTASK.DBF,PRIORITY,N,1,0
VVFP9\FOXTASK.DBF,STATUS,N,1,0
VVFP9\FOXUSER.DBF,TYPE,C,12,0
VVFP9\FOXUSER.DBF,ID,C,12,0
VVFP9\FOXUSER.DBF,NAME,M,4,0
VVFP9\FOXUSER.DBF,READONLY,L,1,0
VVFP9\FOXUSER.DBF,CKVAL,N,6,0
VVFP9\FOXUSER.DBF,DATA,M,4,0
VVFP9\FOXUSER.DBF,UPDATED,D,8,0
VVFP9\genhtml.dbf,TYPE,C,12,0
VVFP9\genhtml.dbf,ID,C,24,0
VVFP9\genhtml.dbf,LINKS,M,4,0
VVFP9\genhtml.dbf,TEXT,M,4,0
VVFP9\genhtml.dbf,DESC,M,4,0
VVFP9\genhtml.dbf,CLASSNAME,M,4,0
VVFP9\genhtml.dbf,CLASSLIB,M,4,0
VVFP9\genhtml.dbf,MODULE,M,4,0
VVFP9\genhtml.dbf,PICTURE,M,4,0
VVFP9\genhtml.dbf,PROPERTIES,M,4,0
VVFP9\genhtml.dbf,HTML,M,4,0
VVFP9\genhtml.dbf,STYLE,M,4,0
VVFP9\genhtml.dbf,SCRIPT,M,4,0
VVFP9\genhtml.dbf,PRESCRIPT,M,4,0
VVFP9\genhtml.dbf,GENSCRIPT,M,4,0
VVFP9\genhtml.dbf,POSTSCRIPT,M,4,0
VVFP9\genhtml.dbf,HEADSTART,M,4,0
VVFP9\genhtml.dbf,HEADEND,M,4,0
VVFP9\genhtml.dbf,BODYSTART,M,4,0
VVFP9\genhtml.dbf,BODYEND,M,4,0
VVFP9\genhtml.dbf,UPDATED,T,8,0
VVFP9\genhtml.dbf,COMMENT,M,4,0
VVFP9\genhtml.dbf,USER,M,4,0
VVFP9\genhtml.dbf,VERSION,M,4,0
VVFP9\genhtml.dbf,SAVE,L,1,0
VVFP9\LABELS.DBF,TYPE,C,12,0
VVFP9\LABELS.DBF,ID,C,12,0
VVFP9\LABELS.DBF,NAME,C,24,0
VVFP9\LABELS.DBF,READONLY,L,1,0
VVFP9\LABELS.DBF,CKVAL,N,6,0
VVFP9\LABELS.DBF,DATA,M,4,0
VVFP9\LABELS.DBF,UPDATED,D,8,0
VVFP9\WIZARDS\WIZARD.DBF,NAME,C,45,0
VVFP9\WIZARDS\WIZARD.DBF,DESCRIPT,M,4,0
VVFP9\WIZARDS\WIZARD.DBF,BITMAP,M,4,0
VVFP9\WIZARDS\WIZARD.DBF,TYPE,C,20,0
VVFP9\WIZARDS\WIZARD.DBF,PROGRAM,M,4,0
VVFP9\WIZARDS\WIZARD.DBF,CLASSLIB,M,4,0
VVFP9\WIZARDS\WIZARD.DBF,CLASSNAME,M,4,0
VVFP9\WIZARDS\WIZARD.DBF,PARMS,M,4,0
